2745.93	53
2744.54	58
2743.15	47
2741.77	55
2740.38	42
2738.99	39
2737.6	53
2736.21	60
2734.82	52
2733.43	49
2732.04	38
2730.65	51
2729.26	56
2727.87	48
2726.47	45
2725.08	55
2723.69	46
2722.29	50
2720.9	42
2719.5	47
2718.11	48
2716.71	39
2715.32	47
2713.92	47
2712.52	48
2711.12	46
2709.72	40
2708.32	44
2706.92	54
2705.52	42
2704.12	43
2702.72	40
2701.32	54
2699.92	43
2698.52	37
2697.11	46
2695.71	46
2694.3	39
2692.9	50
2691.49	51
2690.09	45
2688.68	53
2687.28	30
2685.87	49
2684.46	32
2683.05	39
2681.64	47
2680.23	45
2678.82	47
2677.41	40
2676	48
2674.59	42
2673.18	39
2671.77	46
2670.35	36
2668.94	44
2667.53	49
2666.11	36
2664.7	65
2663.28	46
2661.87	44
2660.45	33
2659.03	34
2657.62	35
2656.2	45
2654.78	44
2653.36	41
2651.94	37
2650.52	58
2649.1	33
2647.68	36
2646.26	35
2644.83	57
2643.41	49
2641.99	47
2640.57	42
2639.14	46
2637.72	35
2636.29	43
2634.87	44
2633.44	45
2632.01	43
2630.59	32
2629.16	36
2627.73	40
2626.3	35
2624.87	32
2623.44	38
2622.01	54
2620.58	32
2619.15	46
2617.72	44
2616.28	45
2614.85	41
2613.42	52
2611.98	53
2610.55	40
2609.11	47
2607.68	39
2606.24	32
2604.81	25
2603.37	42
2601.93	46
2600.49	36
2599.05	44
2597.62	37
2596.18	35
2594.73	39
2593.29	48
2591.85	42
2590.41	49
2588.97	40
2587.53	40
2586.08	50
2584.64	29
2583.19	27
2581.75	48
2580.3	36
2578.86	41
2577.41	51
2575.96	38
2574.52	44
2573.07	34
2571.62	37
2570.17	34
2568.72	57
2567.27	42
2565.82	35
2564.37	39
2562.92	39
2561.47	37
2560.01	41
2558.56	54
2557.1	36
2555.65	42
2554.2	31
2552.74	33
2551.28	27
2549.83	38
2548.37	41
2546.91	46
2545.46	51
2544	50
2542.54	33
2541.08	41
2539.62	35
2538.16	26
2536.7	47
2535.23	31
2533.77	37
2532.31	38
2530.85	41
2529.38	50
2527.92	42
2526.45	45
2524.99	45
2523.52	43
2522.05	45
2520.59	29
2519.12	37
2517.65	45
2516.18	52
2514.71	41
2513.24	45
2511.77	55
2510.3	31
2508.83	54
2507.36	29
2505.89	35
2504.41	58
2502.94	52
2501.47	23
2499.99	45
2498.52	34
2497.04	43
2495.56	40
2494.09	20
2492.61	43
2491.13	25
2489.65	44
2488.17	48
2486.69	46
2485.21	36
2483.73	45
2482.25	40
2480.77	48
2479.29	19
2477.81	42
2476.32	43
2474.84	50
2473.36	52
2471.87	48
2470.38	37
2468.9	36
2467.41	51
2465.93	42
2464.44	40
2462.95	49
2461.46	38
2459.97	32
2458.48	53
2456.99	48
2455.5	43
2454.01	79
2452.52	32
2451.03	41
2449.53	42
2448.04	44
2446.55	46
2445.05	46
2443.56	51
2442.06	45
2440.56	34
2439.07	31
2437.57	51
2436.07	44
2434.57	35
2433.07	43
2431.57	52
2430.07	26
2428.57	44
2427.07	28
2425.57	32
2424.07	42
2422.57	39
2421.06	34
2419.56	44
2418.05	38
2416.55	37
2415.04	44
2413.54	35
2412.03	48
2410.52	35
2409.02	43
2407.51	36
2406	36
2404.49	42
2402.98	50
2401.47	44
2399.96	36
2398.45	36
2396.93	53
2395.42	39
2393.91	52
2392.39	38
2390.88	42
2389.37	35
2387.85	50
2386.33	38
2384.82	49
2383.3	31
2381.78	40
2380.26	45
2378.75	37
2377.23	47
2375.71	48
2374.19	40
2372.66	51
2371.14	29
2369.62	34
2368.1	44
2366.58	34
2365.05	50
2363.53	37
2362	47
2360.48	48
2358.95	47
2357.42	29
2355.9	39
2354.37	36
2352.84	44
2351.31	38
2349.78	41
2348.25	42
2346.72	40
2345.19	26
2343.66	43
2342.13	217
2340.6	85
2339.06	48
2337.53	33
2335.99	34
2334.46	39
2332.92	43
2331.39	40
2329.85	45
2328.31	37
2326.78	42
2325.24	42
2323.7	38
2322.16	39
2320.62	43
2319.08	41
2317.54	33
2316	37
2314.45	34
2312.91	46
2311.37	43
2309.82	49
2308.28	37
2306.73	39
2305.19	47
2303.64	36
2302.09	35
2300.55	43
2299	46
2297.45	34
2295.9	38
2294.35	54
2292.8	34
2291.25	31
2289.7	35
2288.15	37
2286.6	41
2285.04	31
2283.49	42
2281.93	38
2280.38	51
2278.82	31
2277.27	34
2275.71	35
2274.15	47
2272.6	48
2271.04	46
2269.48	29
2267.92	40
2266.36	36
2264.8	38
2263.24	57
2261.68	41
2260.12	36
2258.55	40
2256.99	37
2255.43	41
2253.86	35
2252.3	38
2250.73	28
2249.16	47
2247.6	47
2246.03	48
2244.46	33
2242.89	36
2241.32	36
2239.76	36
2238.18	34
2236.61	29
2235.04	30
2233.47	48
2231.9	46
2230.32	35
2228.75	57
2227.18	41
2225.6	46
2224.03	33
2222.45	28
2220.87	53
2219.3	43
2217.72	51
2216.14	41
2214.56	40
2212.98	37
2211.4	52
2209.82	46
2208.24	27
2206.66	44
2205.08	33
2203.49	34
2201.91	37
2200.33	38
2198.74	50
2197.16	43
2195.57	41
2193.98	37
2192.4	43
2190.81	45
2189.22	48
2187.63	33
2186.04	55
2184.45	38
2182.86	27
2181.27	36
2179.68	35
2178.09	42
2176.49	49
2174.9	34
2173.31	34
2171.71	28
2170.12	51
2168.52	29
2166.92	33
2165.33	43
2163.73	32
2162.13	42
2160.53	39
2158.93	39
2157.33	48
2155.73	32
2154.13	37
2152.53	50
2150.93	34
2149.32	38
2147.72	46
2146.12	51
2144.51	41
2142.91	41
2141.3	33
2139.69	49
2138.09	32
2136.48	49
2134.87	37
2133.26	39
2131.65	37
2130.04	44
2128.43	49
2126.82	43
2125.21	40
2123.6	47
2121.98	38
2120.37	39
2118.76	50
2117.14	34
2115.53	42
2113.91	35
2112.29	36
2110.68	41
2109.06	39
2107.44	43
2105.82	50
2104.2	44
2102.58	49
2100.96	44
2099.34	48
2097.72	51
2096.09	24
2094.47	45
2092.85	34
2091.22	38
2089.6	36
2087.97	22
2086.35	33
2084.72	35
2083.09	33
2081.46	44
2079.83	37
2078.21	37
2076.58	38
2074.95	35
2073.32	36
2071.68	31
2070.05	35
2068.42	55
2066.79	58
2065.15	38
2063.52	40
2061.88	38
2060.25	48
2058.61	33
2056.97	41
2055.33	38
2053.7	49
2052.06	52
2050.42	43
2048.78	39
2047.14	43
2045.5	29
2043.85	42
2042.21	32
2040.57	46
2038.93	42
2037.28	45
2035.64	29
2033.99	44
2032.34	27
2030.7	45
2029.05	41
2027.4	35
2025.75	48
2024.1	54
2022.45	25
2020.8	39
2019.15	42
2017.5	32
2015.85	45
2014.2	37
2012.54	42
2010.89	31
2009.23	30
2007.58	45
2005.92	35
2004.27	39
2002.61	44
2000.95	37
1999.29	39
1997.63	38
1995.97	30
1994.31	36
1992.65	53
1990.99	44
1989.33	57
1987.67	31
1986	50
1984.34	43
1982.68	40
1981.01	37
1979.34	54
1977.68	43
1976.01	26
1974.34	46
1972.68	47
1971.01	39
1969.34	32
1967.67	41
1966	41
1964.33	42
1962.65	32
1960.98	42
1959.31	39
1957.63	35
1955.96	63
1954.28	38
1952.61	37
1950.93	42
1949.26	34
1947.58	46
1945.9	39
1944.22	55
1942.54	37
1940.86	31
1939.18	35
1937.5	40
1935.82	52
1934.13	41
1932.45	34
1930.77	38
1929.08	46
1927.4	42
1925.71	37
1924.03	43
1922.34	29
1920.65	43
1918.96	37
1917.27	33
1915.58	46
1913.89	41
1912.2	44
1910.51	43
1908.82	41
1907.13	45
1905.43	39
1903.74	44
1902.05	44
1900.35	45
1898.66	31
1896.96	50
1895.26	42
1893.56	30
1891.87	47
1890.17	48
1888.47	47
1886.77	45
1885.07	31
1883.37	38
1881.66	42
1879.96	44
1878.26	37
1876.55	48
