2745.96	568
2744.58	542
2743.19	563
2741.81	561
2740.42	554
2739.03	588
2737.64	563
2736.25	580
2734.86	593
2733.47	585
2732.08	608
2730.69	584
2729.3	596
2727.91	609
2726.51	603
2725.12	610
2723.73	610
2722.33	624
2720.94	619
2719.54	614
2718.15	617
2716.75	611
2715.35	614
2713.96	616
2712.56	623
2711.16	609
2709.76	608
2708.36	579
2706.96	650
2705.56	662
2704.16	601
2702.76	622
2701.36	632
2699.96	617
2698.56	653
2697.15	649
2695.75	667
2694.34	630
2692.94	655
2691.53	623
2690.13	645
2688.72	656
2687.31	673
2685.91	680
2684.5	664
2683.09	665
2681.68	688
2680.27	687
2678.86	692
2677.45	676
2676.04	675
2674.63	670
2673.22	690
2671.81	688
2670.39	682
2668.98	672
2667.57	667
2666.15	673
2664.74	682
2663.32	671
2661.91	686
2660.49	696
2659.07	695
2657.65	683
2656.24	734
2654.82	701
2653.4	720
2651.98	728
2650.56	728
2649.14	731
2647.72	689
2646.3	720
2644.87	760
2643.45	750
2642.03	726
2640.61	739
2639.18	764
2637.76	758
2636.33	739
2634.91	763
2633.48	750
2632.05	760
2630.62	743
2629.2	786
2627.77	788
2626.34	773
2624.91	750
2623.48	790
2622.05	799
2620.62	794
2619.19	801
2617.76	787
2616.32	765
2614.89	800
2613.46	799
2612.02	787
2610.59	806
2609.15	787
2607.72	790
2606.28	796
2604.85	780
2603.41	787
2601.97	788
2600.53	823
2599.09	800
2597.65	804
2596.22	792
2594.78	814
2593.33	832
2591.89	806
2590.45	822
2589.01	824
2587.57	863
2586.12	852
2584.68	855
2583.23	861
2581.79	832
2580.34	854
2578.9	854
2577.45	852
2576	857
2574.56	866
2573.11	843
2571.66	865
2570.21	876
2568.76	871
2567.31	883
2565.86	880
2564.41	887
2562.96	882
2561.51	872
2560.05	902
2558.6	892
2557.15	928
2555.69	897
2554.24	918
2552.78	899
2551.32	910
2549.87	916
2548.41	937
2546.95	915
2545.5	876
2544.04	923
2542.58	916
2541.12	951
2539.66	936
2538.2	946
2536.74	968
2535.27	942
2533.81	920
2532.35	932
2530.89	937
2529.42	968
2527.96	961
2526.49	998
2525.03	980
2523.56	987
2522.09	998
2520.63	963
2519.16	983
2517.69	1022
2516.22	958
2514.75	1005
2513.28	984
2511.81	994
2510.34	971
2508.87	1011
2507.4	963
2505.93	1002
2504.45	983
2502.98	966
2501.51	1002
2500.03	1016
2498.56	1019
2497.08	1028
2495.6	977
2494.13	1027
2492.65	1008
2491.17	1046
2489.69	1068
2488.22	1027
2486.74	1052
2485.26	1040
2483.78	1033
2482.29	1010
2480.81	1026
2479.33	1056
2477.85	1090
2476.36	1055
2474.88	1077
2473.4	1065
2471.91	1088
2470.43	1069
2468.94	1068
2467.45	1091
2465.97	1097
2464.48	1118
2462.99	1105
2461.5	1128
2460.01	1108
2458.52	1115
2457.03	1091
2455.54	1087
2454.05	1090
2452.56	1084
2451.07	1158
2449.57	1114
2448.08	1114
2446.59	1113
2445.09	1148
2443.6	1125
2442.1	1133
2440.6	1151
2439.11	1155
2437.61	1152
2436.11	1181
2434.61	1163
2433.12	1140
2431.62	1174
2430.12	1182
2428.62	1173
2427.11	1174
2425.61	1182
2424.11	1163
2422.61	1171
2421.1	1197
2419.6	1179
2418.1	1205
2416.59	1212
2415.09	1226
2413.58	1219
2412.07	1222
2410.57	1227
2409.06	1232
2407.55	1239
2406.04	1222
2404.53	1217
2403.02	1250
2401.51	1212
2400	1252
2398.49	1263
2396.98	1269
2395.46	1257
2393.95	1260
2392.44	1244
2390.92	1266
2389.41	1257
2387.89	1255
2386.38	1284
2384.86	1278
2383.34	1273
2381.82	1261
2380.31	1282
2378.79	1286
2377.27	1281
2375.75	1323
2374.23	1313
2372.71	1309
2371.19	1329
2369.66	1317
2368.14	1306
2366.62	1317
2365.09	1321
2363.57	1337
2362.04	1361
2360.52	1355
2358.99	1317
2357.47	1347
2355.94	1301
2354.41	1371
2352.88	1310
2351.35	1347
2349.83	1354
2348.3	1341
2346.77	1352
2345.23	1371
2343.7	1356
2342.17	1389
2340.64	1339
2339.1	1356
2337.57	1386
2336.04	1388
2334.5	1391
2332.97	1376
2331.43	1408
2329.89	1427
2328.36	1412
2326.82	1438
2325.28	1412
2323.74	1446
2322.2	1366
2320.66	1426
2319.12	1421
2317.58	1474
2316.04	1489
2314.5	1451
2312.95	1431
2311.41	1445
2309.87	1465
2308.32	1477
2306.78	1436
2305.23	1512
2303.68	1467
2302.14	1463
2300.59	1491
2299.04	1510
2297.49	1492
2295.94	1484
2294.39	1492
2292.84	1514
2291.29	1531
2289.74	1486
2288.19	1512
2286.64	1522
2285.09	1523
2283.53	1516
2281.98	1531
2280.42	1522
2278.87	1541
2277.31	1572
2275.76	1562
2274.2	1534
2272.64	1521
2271.08	1585
2269.52	1538
2267.96	1559
2266.4	1559
2264.84	1573
2263.28	1595
2261.72	1535
2260.16	1570
2258.6	1586
2257.03	1563
2255.47	1586
2253.9	1570
2252.34	1585
2250.77	1633
2249.21	1592
2247.64	1605
2246.07	1617
2244.51	1621
2242.94	1623
2241.37	1584
2239.8	1623
2238.23	1609
2236.66	1647
2235.09	1728
2233.51	1666
2231.94	1638
2230.37	1651
2228.79	1652
2227.22	1668
2225.65	1707
2224.07	1669
2222.49	1688
2220.92	1684
2219.34	1692
2217.76	1698
2216.18	1687
2214.61	1710
2213.03	1716
2211.45	1688
2209.86	1701
2208.28	1718
2206.7	1701
2205.12	1738
2203.54	1738
2201.95	1751
2200.37	1743
2198.78	1715
2197.2	1709
2195.61	1811
2194.03	1742
2192.44	1770
2190.85	1756
2189.26	1769
2187.67	1792
2186.09	1731
2184.5	1769
2182.9	1794
2181.31	1735
2179.72	1806
2178.13	1810
2176.54	1831
2174.94	1811
2173.35	1822
2171.75	1809
2170.16	1843
2168.56	1844
2166.97	1838
2165.37	1805
2163.77	1841
2162.17	1846
2160.58	1860
2158.98	1853
2157.38	1879
2155.78	1847
2154.17	1863
2152.57	1898
2150.97	1855
2149.37	1924
2147.76	1858
2146.16	1920
2144.56	1883
2142.95	1892
2141.34	1904
2139.74	1901
2138.13	1920
2136.52	1954
2134.91	1904
2133.31	1894
2131.7	1931
2130.09	1922
2128.48	1921
2126.86	1936
2125.25	1973
2123.64	1972
2122.03	1937
2120.41	1919
2118.8	1982
2117.18	1977
2115.57	1984
2113.95	1947
2112.34	1988
2110.72	1987
2109.1	1959
2107.48	1994
2105.86	1992
2104.25	2014
2102.63	1988
2101	2026
2099.38	2001
2097.76	2006
2096.14	2021
2094.52	2038
2092.89	2027
2091.27	2019
2089.64	2063
2088.02	2073
2086.39	2053
2084.76	2066
2083.14	2066
2081.51	2060
2079.88	2063
2078.25	2089
2076.62	2089
2074.99	2111
2073.36	2120
2071.73	2094
2070.1	2107
2068.46	2037
2066.83	2150
2065.2	2154
2063.56	2135
2061.93	2170
2060.29	2143
2058.65	2155
2057.02	2161
2055.38	2190
2053.74	2169
2052.1	2214
2050.46	2158
2048.82	2209
2047.18	2175
2045.54	2149
2043.9	2201
2042.26	2211
2040.61	2117
2038.97	2204
2037.33	2217
2035.68	2179
2034.04	2196
2032.39	2189
2030.74	2204
2029.1	2181
2027.45	2242
2025.8	2296
2024.15	2225
2022.5	2260
2020.85	2243
2019.2	2281
2017.55	2234
2015.89	2279
2014.24	2312
2012.59	2300
2010.93	2329
2009.28	2275
2007.62	2272
2005.97	2276
2004.31	2316
2002.65	2317
2001	2354
1999.34	2362
1997.68	2344
1996.02	2372
1994.36	2427
1992.7	2353
1991.04	2395
1989.38	2360
1987.71	2372
1986.05	2378
1984.39	2387
1982.72	2452
1981.06	2410
1979.39	2408
1977.72	2445
1976.06	2386
1974.39	2466
1972.72	2479
1971.05	2476
1969.38	2485
1967.71	2519
1966.04	2497
1964.37	2526
1962.7	2498
1961.03	2545
1959.35	2502
1957.68	2569
1956	2537
1954.33	2571
1952.65	2523
1950.98	2553
1949.3	2517
1947.62	2563
1945.94	2576
1944.27	2532
1942.59	2547
1940.91	2597
1939.23	2612
1937.54	2534
1935.86	2598
1934.18	2622
1932.5	2607
1930.81	2624
1929.13	2605
1927.44	2643
1925.76	2645
1924.07	2608
1922.39	2592
1920.7	2655
1919.01	2688
1917.32	2665
1915.63	2638
1913.94	2684
1912.25	2674
1910.56	2704
1908.87	2669
1907.17	2693
1905.48	2660
1903.79	2681
1902.09	2700
1900.4	2709
1898.7	2751
1897.01	2726
1895.31	2765
1893.61	2774
1891.91	2827
1890.21	2824
1888.51	2821
1886.81	2833
1885.11	2803
1883.41	2822
1881.71	2840
1880.01	2845
1878.3	2905
1876.6	2876
1874.9	2887
1873.19	2942
1871.48	2857
1869.78	2927
1868.07	2936
1866.36	2944
1864.65	2965
1862.95	2953
1861.24	2978
1859.53	2950
1857.81	2960
1856.1	3001
1854.39	3053
1852.68	3041
1850.96	3039
1849.25	3070
1847.54	3127
1845.82	3115
1844.1	3101
1842.39	3106
1840.67	3095
1838.95	3048
1837.23	3130
1835.51	3107
1833.79	3165
1832.07	3180
1830.35	3174
1828.63	3165
1826.91	3150
1825.18	3197
1823.46	3198
1821.74	3247
1820.01	3285
1818.29	3267
1816.56	3247
1814.83	3293
1813.1	3306
1811.38	3291
1809.65	3338
1807.92	3328
1806.19	3299
1804.46	3297
1802.73	3340
1800.99	3409
1799.26	3376
1797.53	3312
1795.79	3381
1794.06	3470
1792.32	3505
1790.59	3428
1788.85	3446
1787.11	3467
